PARK,BOROUGH,QUARTER,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL
WINGATE PARK,BROOKLYN,4,5.89,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNNAMED PARK ON DRUMGOOLE ROAD & HUGUENOT AVENUE,STATEN ISLAND,4,5.85,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DE WITT CLINTON PARK,MANHATTAN,4,5.83,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNNAMED PARK ON BOUNDARY AVENUE,STATEN ISLAND,4,5.77,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
VAN VOORHEES PARK,BROOKLYN,4,5.74,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HALLETS COVE PLAYGROUND,QUEENS,4,5.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MCKINLEY PARK,BROOKLYN,4,5.66,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SOUTHERN FIELDS,QUEENS,4,5.59,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DEVOE PARK,BRONX,4,5.44,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
ST. MICHAEL'S PLAYGROUND,QUEENS,4,5.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MAFERA PARK,QUEENS,4,5.4,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
KENNEDY PLAYGROUND,QUEENS,4,5.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SEAGIRT AVE WETLANDS,QUEENS,4,5.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JOHN PAUL JONES PARK,BROOKLYN,4,5.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WALKER PARK,STATEN ISLAND,4,5.28,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
OLD PLACE CREEK PARK,STATEN ISLAND,4,5.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HOOVER - MANTON PLAYGROUNDS,QUEENS,4,5.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GEN. DOUGLAS MACARTHUR PARK,STATEN ISLAND,4,5.17,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GROVER CLEVELAND PLAYGROUND,QUEENS,4,5.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
POLICE OFFICER EDWARD BYRNE PARK,QUEENS,4,4.97,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
CYPRESS HILLS PLAYGROUND,BROOKLYN,4,4.95,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SETH LOW PLAYGROUND/ BEALIN SQUARE,BROOKLYN,4,4.95,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
KELLY PARK,BROOKLYN,4,4.9,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SOCRATES SCULPTURE PARK,QUEENS,4,4.89,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BEACH 9 PLAYGROUND,QUEENS,4,4.86,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SOUTH BEACH WETLANDS,STATEN ISLAND,4,4.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NAPLES PLAYGROUND,STATEN ISLAND,4,4.78,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RAOUL WALLENBERG FOREST,BRONX,4,4.73,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WEST HARLEM PIERS,MANHATTAN,4,4.71,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SPORTS PARK,STATEN ISLAND,4,4.65,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WASHINGTON'S WALK,BRONX,4,4.64,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CAMBRIA PLAYGROUND,QUEENS,4,4.64,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARCONI PARK,QUEENS,4,4.64,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
VALENTINO PIER,BROOKLYN,4,4.53,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GRANITEVILLE QUARRY PARK,STATEN ISLAND,4,4.47,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MONTBELLIER PARK,QUEENS,4,4.43,ONE ACRE OR LARGER,0,0,2,0,0,0,0,2
QUARRY BALLFIELDS,BRONX,4,4.42,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RICHMAN (ECHO) PARK,BRONX,4,4.39,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JEROME PARK,BRONX,4,4.36,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CORLEARS HOOK PARK,MANHATTAN,4,4.36,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
PHIL ""SCOOTER"" RIZZUTO PARK,QUEENS,4,4.35,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
ASPHALT GREEN,MANHATTAN,4,4.35,ONE ACRE OR LARGER,0,0,0,0,0,2,0,2
FABER POOL AND PARK,STATEN ISLAND,4,4.34,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MACHATE CIRCLE,BROOKLYN,4,4.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HAMILTON FISH PARK,MANHATTAN,4,4.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TIFFANY STREET PIER,BRONX,4,4.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
KINGDOM POND PARK,STATEN ISLAND,4,4.22,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COLUMBUS PARK BROOKLYN,BROOKLYN,4,4.14,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
STAPLETON PLAYGROUND,STATEN ISLAND,4,4.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
STERNBERG PARK,BROOKLYN,4,4.04,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COLUCCI PLAYGROUND,BRONX,4,4,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
NORTHERLEIGH PARK,STATEN ISLAND,4,3.96,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
STUYVESANT SQUARE,MANHATTAN,4,3.93,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LAST CHANCE POND PARK,STATEN ISLAND,4,3.9,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FORDHAM LANDING PLAYGROUND,BRONX,4,3.9,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CHELSEA PARK,MANHATTAN,4,3.9,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
NORTH 5TH STREET PIER AND PARK,BROOKLYN,4,3.88,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HAGGERTY PARK,QUEENS,4,3.87,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JACOB H. SCHIFF PLAYGROUND,MANHATTAN,4,3.85,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
GRANT PARK,BRONX,4,3.85,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EAST ELMHURST PLAYGROUND,QUEENS,4,3.83,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JOSEPH AUSTIN PLAYGROUND,QUEENS,4,3.81,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNNAMED PARK ON ROCKAWAY BOARDWALK & CREST ROAD,QUEENS,4,3.81,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LINCOLN CENTER PLAZA,MANHATTAN,4,3.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
INGRAM WOODS,STATEN ISLAND,4,3.77,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FARM PLAYGROUND,QUEENS,4,3.76,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HINTON PARK,QUEENS,4,3.74,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
LOUIS PASTEUR PARK,QUEENS,4,3.67,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WHITEY FORD FIELD,QUEENS,4,3.62,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
POMONOK PLAYGROUND,QUEENS,4,3.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CLAWSON PLAYGROUND,STATEN ISLAND,4,3.59,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BENNETT REST,MANHATTAN,4,3.57,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GOVERNOR SMITH PLAYGROUND,BRONX,4,3.56,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PAERDEGAT PARK,BROOKLYN,4,3.56,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
AMERSFORT PARK,BROOKLYN,4,3.56,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
CITY LINE PARK,BROOKLYN,4,3.55,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BAILEY PLAYGROUND,BRONX,4,3.53,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NAUTILUS PLAYGROUND QUEENS,QUEENS,4,3.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
VINMONT VETERAN PARK,BRONX,4,3.5,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
MCDONALD PLAYGROUND BROOKLYN,BROOKLYN,4,3.49,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
THE OLDE TOWNE OF FLUSHING BURIAL GROUND,QUEENS,4,3.47,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WEGENER PARK,STATEN ISLAND,4,3.46,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNNAMED PARK ON BEACH CHANNEL DRIVE & BEACH 89TH TO OLD BEACH 88TH STREET,QUEENS,4,3.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JULIO CARBALLO FIELDS,BRONX,4,3.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GRADY PLAYGROUND,BROOKLYN,4,3.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CO-OP CITY FIELD,BRONX,4,3.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BREININGER PARK,QUEENS,4,3.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ST. MICHAEL'S PARK,QUEENS,4,3.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GREENWOOD PLAYGROUND,BROOKLYN,4,3.39,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ST. ANDREW'S PLAYGROUND,BROOKLYN,4,3.38,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
SEWARD PARK,MANHATTAN,4,3.36,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BEHAGEN PLAYGROUND,BRONX,4,3.35,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DUGAN PLAYGROUND,STATEN ISLAND,4,3.33,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EVERGREEN PARK,QUEENS,4,3.32,ONE ACRE OR LARGER,0,0,2,0,0,0,0,2
JOHN JAY PARK,MANHATTAN,4,3.31,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNIVERSITY WOODS,BRONX,4,3.31,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WATSON GLEASON PLAYGROUND,BRONX,4,3.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TOTTENVILLE POOL,STATEN ISLAND,4,3.26,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
VITO LOCASCIO FIELD,QUEENS,4,3.26,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CALLAHAN-KELLY PLAYGROUND,BROOKLYN,4,3.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JUDGE MOSES WEINSTEIN PLAYGROUND,QUEENS,4,3.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COLUMBUS PARK AT MANHATTAN,MANHATTAN,4,3.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GREENCROFT PLAYGROUND,STATEN ISLAND,4,3.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BILL BROWN PLAYGROUND,BROOKLYN,4,3.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SARATOGA PARK,BROOKLYN,4,3.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SCARANGELLA PARK,BROOKLYN,4,3.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NOBLE PLAYGROUND,BRONX,4,3.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JAMAICA PLAYGROUND,QUEENS,4,3.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARCY PLAYGROUND,BROOKLYN,4,3.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LYONS POOL,STATEN ISLAND,4,3.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WAYANDA PARK,QUEENS,4,3.17,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
AMERICAN VETERANS MEMORIAL PIER,BROOKLYN,4,3.17,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HOLCOMBE RUCKER PARK,MANHATTAN,4,3.13,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
JESSE OWENS PLAYGROUND,BROOKLYN,4,3.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EAST RIVER WALK,MANHATTAN,4,3.09,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PARK OF THE AMERICAS,QUEENS,4,3.08,ONE ACRE OR LARGER,0,0,1,0,0,3,0,4
BROOKLYN HEIGHTS PROMENADE,BROOKLYN,4,3.04,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
J.J. BYRNE PLAYGROUND,BROOKLYN,4,3.03,ONE ACRE OR LARGER,0,0,0,0,1,0,0,1
HERO PARK,STATEN ISLAND,4,3.02,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NOSTRAND PLAYGROUND,BROOKLYN,4,3.02,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FORT INDEPENDENCE PLAYGROUND,BRONX,4,3.02,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BROWNSVILLE PLAYGROUND,BROOKLYN,4,3.02,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GRANDVIEW PLAYGROUND,STATEN ISLAND,4,3.01,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LAWRENCE VIRGILIO PLAYGROUND,QUEENS,4,3.01,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JACOB JOFFE FIELDS,BROOKLYN,4,2.98,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CLASSON PLAYGROUND AT CLASSON AVENUE & KENT,BROOKLYN,4,2.98,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UTOPIA PLAYGROUND,QUEENS,4,2.98,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BATH BEACH PARK,BROOKLYN,4,2.96,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
GLEN OAKS OVAL,QUEENS,4,2.95,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MERRIAM PLAYGROUND,BRONX,4,2.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
POSEIDON PLAYGROUND,BROOKLYN,4,2.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ROBERT E. VENABLE PARK,BROOKLYN,4,2.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LEFFERTS PLAYGROUND,QUEENS,4,2.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WALT WHITMAN PARK,BROOKLYN,4,2.91,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WESTERLEIGH PARK,STATEN ISLAND,4,2.89,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PETERS FIELD,QUEENS,4,2.87,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DELPHIN H. GREENE PLAYGROUND,QUEENS,4,2.86,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HOFFMAN PARK,QUEENS,4,2.86,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARKHAM PLAYGROUND,STATEN ISLAND,4,2.84,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SPERANDEO BROTHERS PLAYGROUND,BROOKLYN,4,2.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BUSHWICK PLAYGROUND ON KNICKERBOCKER AVENUE,BROOKLYN,4,2.78,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
IRVING SQUARE PARK,BROOKLYN,4,2.76,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ST. VARTAN PARK,MANHATTAN,4,2.76,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RAVENSWOOD PLAYGROUND,QUEENS,4,2.76,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GORMAN PLAYGROUND,QUEENS,4,2.76,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LOUIS CUVILLIER PARK,MANHATTAN,4,2.75,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GRACE PLAYGROUND,BROOKLYN,4,2.74,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GREEN CENTRAL KNOLL,BROOKLYN,4,2.74,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DETECTIVE WILLIAM T. GUNN PARK,QUEENS,4,2.72,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HOLY COW PLAYGROUND,QUEENS,4,2.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BAYSIDE FIELDS,QUEENS,4,2.69,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HICKMAN PLAYGROUND,BROOKLYN,4,2.66,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ARBUTUS WOODS PARK,STATEN ISLAND,4,2.65,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
STARS & STRIPES PLAYGROUND,BRONX,4,2.65,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
P.O. SERRANO PLAYGROUND,BRONX,4,2.62,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COLEMAN PLAYGROUND,MANHATTAN,4,2.61,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
MARGARET I. CARMAN GREEN - WEEPING BEECH,QUEENS,4,2.6,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
KATHY REILLY TRIANGLE,BROOKLYN,4,2.59,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RIVERDALE PLAYGROUND,BRONX,4,2.58,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARIE CURIE PARK,QUEENS,4,2.55,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EDENWALD PLAYGROUND,BRONX,4,2.54,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
THOMAS GREENE PLAYGROUND,BROOKLYN,4,2.53,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MURRAY PLAYGROUND,QUEENS,4,2.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BATHGATE PLAYGROUND,BRONX,4,2.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BIG BUSH PARK,QUEENS,4,2.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JOSEPH RODMAN DRAKE PARK,BRONX,4,2.49,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
INDEPENCE PARK SYLVAN GROVE CEMETERY,STATEN ISLAND,4,2.48,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ALLEY PARK,QUEENS,4,2.45,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FREDERICK JOHNSON PLAYGROUND,MANHATTAN,4,2.45,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DAMROSCH PARK,MANHATTAN,4,2.44,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ASSER LEVY PLAYGROUND,MANHATTAN,4,2.44,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HARRY MAZE PLAYGROUND,BROOKLYN,4,2.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LOST BATTALION HALL RECREATION CENTER,QUEENS,4,2.41,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DUTCH KILLS PLAYGROUND,QUEENS,4,2.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
KOSCIUSZKO POOL,BROOKLYN,4,2.39,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WEST PLAYGROUND,BROOKLYN,4,2.39,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HOMECREST PLAYGROUND,BROOKLYN,4,2.37,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DE MATTI PLAYGROUND,STATEN ISLAND,4,2.34,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
POE PARK,BRONX,4,2.33,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
OVERLOOK PARK,QUEENS,4,2.33,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BARUCH PLAYGROUND,MANHATTAN,4,2.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FLOYD PATTERSON BALLFIELDS,BROOKLYN,4,2.3,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
OSBORN PLAYGROUND,BROOKLYN,4,2.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RAILROAD PLAYGROUND,BROOKLYN,4,2.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TRIBORO PLAZA,MANHATTAN,4,2.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
POWER PLAYGROUND,BROOKLYN,4,2.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MONSIGNOR CRAWFORD FIELD,BROOKLYN,4,2.29,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARTIN LUTHER KING JR. PLAYGROUND,BROOKLYN,4,2.29,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
P.O. REINALDO SALGADO PLAYGROUND,BROOKLYN,4,2.29,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CARLTON PARK AT CARLTON AVENUE & FOSTER ROAD,STATEN ISLAND,4,2.29,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CENTURY PLAYGROUND,BROOKLYN,4,2.28,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SOUTH PACIFIC PLAYGROUND,BROOKLYN,4,2.26,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NORTH SHORE ESPLANADE,STATEN ISLAND,4,2.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FOX PLAYGROUND BROOKLYN,BROOKLYN,4,2.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
VLEIGH PLAYGROUND,QUEENS,4,2.24,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
LAREDO AVENUE PARCEL,STATEN ISLAND,4,2.22,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FREDERICK B. JUDGE PLAYGROUND,QUEENS,4,2.22,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BELMONT PLAYGROUND BRONX,BRONX,4,2.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MAHONEY PLAYGROUND,STATEN ISLAND,4,2.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ANCHORAGE PLAZA,BROOKLYN,4,2.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ASTORIA HEIGHTS PLAYGROUND,QUEENS,4,2.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HOYT PLAYGROUND,QUEENS,4,2.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LORETO PLAYGROUND,BRONX,4,2.18,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
HARDING PARK,BRONX,4,2.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WASHINGTON MARKET PARK,MANHATTAN,4,2.15,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
VIDALIA PARK,BRONX,4,2.14,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNNAMED PARK ON E 122ND STREET,MANHATTAN,4,2.13,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BRIDGE PARK BROOKLYN,BROOKLYN,4,2.12,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HAMILTON METZ FIELD,BROOKLYN,4,2.11,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CARDOZO PLAYGROUND,QUEENS,4,2.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CENTREVILLE PLAYGROUND,QUEENS,4,2.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
REDFERN PLAYGROUND,QUEENS,4,2.09,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SHEEPSHEAD PLAYGROUND,BROOKLYN,4,2.09,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
STORY PLAYGROUND,BRONX,4,2.08,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
SAKURA PARK,MANHATTAN,4,2.07,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LINNAEUS PARK,QUEENS,4,2.07,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CASTLEWOOD PLAYGROUND,QUEENS,4,2.06,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SKYLINE PLAYGROUND,STATEN ISLAND,4,2.06,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CLOVE'S TAIL,STATEN ISLAND,4,2.06,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DANIEL M. O'CONNELL PLAYGROUND,QUEENS,4,2.04,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CHALLENGE PLAYGROUND,QUEENS,4,2.04,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TORSNEY PLAYGROUND,QUEENS,4,2.03,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
LOCUST MANOR PLAYGROUND,QUEENS,4,2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PLAYGROUND ONE THIRTY FOUR CXXXIV,BRONX,4,2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FULTON PARK,BROOKLYN,4,1.99,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ANDREW HASWELL GREEN PARK,MANHATTAN,4,1.98,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MOORE HOMESTEAD PLAYGROUND,QUEENS,4,1.98,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MCLAUGHLIN PARK,BROOKLYN,4,1.98,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
COLONEL DAVID MARCUS PLAYGROUND,BROOKLYN,4,1.97,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SUMNER PLAYGROUND,BROOKLYN,4,1.97,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ROSEMARY'S PLAYGROUND,QUEENS,4,1.97,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SAUL WEPRIN PLAYGROUND,QUEENS,4,1.96,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FREDERICK DOUGLASS PLAYGROUND,MANHATTAN,4,1.95,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
UNNAMED PARK ON HEMPSTEAD AVENUE,QUEENS,4,1.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
